,Start of Path,End of Path,Number of Cars on Path
136950,VW,16146,0.0
136951,VW,19852,0.0
136952,VW,13848,0.0
136953,VW,17948,0.0
136954,VW,19712,0.0
136955,VW,12301,0.0
136956,VW,20619,0.0
136957,VW,14332,0.0
136958,VW,18534,0.0
136959,VW,12720,0.0
136960,VW,11974,0.0
136961,VW,18464,0.0
136962,VW,12398,0.0
136963,VW,8963,0.0
136964,VW,16492,0.0
136965,VW,12991,0.0
136966,VW,14308,0.0
136967,VW,9437,0.0
136968,VW,21694,0.0
136969,VW,15358,0.0
136970,VW,14901,0.0
136971,VW,14000,0.0
136972,VW,14817,0.0
136973,VW,20005,0.0
136974,VW,19505,0.0
136975,VW,14275,0.0
136976,VW,15682,0.0
136977,VW,14974,0.0
136978,VW,12854,0.0
136979,VW,12007,0.0
136980,VW,17325,0.0
136981,VW,12040,0.0
136982,VW,19071,0.0
136983,VW,19819,0.0
136984,VW,18106,0.0
136985,VW,14655,0.0
136986,VW,18881,0.0
136987,VW,8665,0.0
136988,VW,19070,0.0
136989,VW,16654,0.0
136990,VW,9236,0.0
136991,VW,19757,0.0
136992,VW,18001,0.0
136993,VW,15809,0.0
136994,VW,20489,0.0
136995,VW,3980,0.0
136996,VW,14347,0.0
136997,VW,19966,0.0
136998,VW,19672,0.0
136999,VW,18585,0.0
137000,VW,14291,0.0
137001,VW,21044,0.0
137002,VW,14346,0.0
137003,VW,14452,0.0
137004,VW,19833,0.0
137005,VW,8707,0.0
137006,VW,19641,0.0
137007,VW,12082,0.0
137008,VW,12688,0.0
137009,VW,12564,0.0
137010,VW,20217,0.0
137011,VW,14950,0.0
137012,VW,12891,0.0
137013,VW,9426,0.0
137014,VW,14894,0.0
137015,VW,9021,0.0
137016,VW,21706,0.0
137017,VW,14926,0.0
137018,VW,19344,0.0
137019,VW,15999,0.0
137020,VW,15034,0.0
137021,VW,19133,0.0
137022,VW,20839,0.0
137023,VW,18800,0.0
137024,VW,12580,0.0
137025,VW,20259,0.0
137026,VW,8777,0.0
137027,VW,8527,0.0
137028,VW,9114,0.0
137029,VW,11925,0.0
137030,VW,18806,0.0
137031,VW,14998,0.0
137032,VW,14654,0.0
137033,VW,13380,0.0
137034,VW,14991,0.0
137035,VW,21296,0.0
137036,VW,13923,0.0
137037,VW,16817,0.0
137038,VW,13671,0.0
137039,VW,16494,0.0
137040,VW,20848,0.0
137041,VW,13357,0.0
137042,VW,8833,0.0
137043,VW,15843,0.0
137044,VW,12796,0.0
137045,VW,14620,0.0
137046,VW,19020,0.0
137047,VW,15597,0.0
137048,VW,12637,0.0
137049,VW,19510,0.0
137050,VW,14542,0.0
137051,VW,15872,0.0
137052,VW,13110,0.0
137053,VW,12377,0.0
137054,VW,2976,0.0
137055,VW,15420,0.0
137056,VW,12495,0.0
137057,VW,20724,0.0
137058,VW,17870,0.0
137059,VW,14932,0.0
137060,VW,20375,0.0
137061,VW,15400,0.0
137062,VW,18943,0.0
137063,VW,12263,0.0
137064,VW,8673,0.0
137065,VW,15953,0.0
137066,VW,19765,0.0
137067,VW,21307,0.0
137068,VW,13316,0.0
137069,VW,13258,0.0
137070,VW,16640,0.0
137071,VW,15040,0.0
137072,VW,14345,0.0
137073,VW,19720,0.0
137074,VW,16087,0.0
137075,VW,20191,0.0
137076,VW,14349,0.0
137077,VW,8739,0.0
137078,VW,15582,0.0
137079,VW,11862,0.0
137080,VW,12864,0.0
137081,VW,12116,0.0
137082,VW,20729,0.0
137083,VW,11882,0.0
137084,VW,19653,0.0
137085,VW,14675,0.0
137086,VW,20588,0.0
137087,VW,14460,0.0
137088,VW,14872,0.0
137089,VW,14940,0.0
137090,VW,14478,0.0
137091,VW,8518,0.0
137092,VW,9240,0.0
137093,VW,12222,0.0
137094,VW,21042,0.0
137095,VW,9378,0.0
137096,VW,20042,0.0
137097,VW,13345,0.0
137098,VW,16449,0.0
137099,VW,14471,0.0
137100,VW,14650,0.0
137101,VW,18054,0.0
137102,VW,15891,0.0
137103,VW,14502,0.0
137104,VW,18739,0.0
137105,VW,18487,0.0
137106,VW,12929,0.0
137107,VW,13412,0.0
137108,VW,19639,0.0
137109,VW,12780,0.0
137110,VW,16027,0.0
137111,VW,12612,0.0
137112,VW,18727,0.0
137113,VW,8534,0.0
137114,VW,17646,0.0
137115,VW,14665,0.0
137116,VW,6018,0.0
137117,VW,8955,0.0
137118,VW,13432,0.0
137119,VW,6951,0.0
137120,VW,19400,0.0
137121,VW,19730,0.0
137122,VW,17224,0.0
137123,VW,14975,0.0
137124,VW,19486,0.0
137125,VW,12815,0.0
137126,VW,19027,0.0
137127,VW,13403,0.0
137128,VW,18537,0.0
137129,VW,13635,0.0
137130,VW,18947,0.0
137131,VW,19500,0.0
137132,VW,18988,0.0
137133,VW,13774,0.0
137134,VW,5436,0.0
137135,VW,12298,0.0
137136,VW,21640,0.0
137137,VW,8901,0.0
137138,VW,9013,0.0
137139,VW,12882,0.0
137140,VW,6623,0.0
137141,VW,15895,0.0
137142,VW,17243,0.0
137143,VW,14089,0.0
137144,VW,18333,0.0
137145,VW,15786,0.0
137146,VW,14603,0.0
137147,VW,20595,0.0
137148,VW,19658,0.0
137149,VW,20667,0.0
137150,VW,13924,0.0
137151,VW,19801,0.0
137152,VW,19694,0.0
137153,VW,16608,0.0
137154,VW,16581,0.0
137155,VW,19184,0.0
137156,VW,12625,0.0
137157,VW,16336,0.0
137158,VW,18928,0.0
137159,VW,19952,0.0
137160,VW,20865,0.0
137161,VW,20693,0.0
137162,VW,17588,0.0
137163,VW,13165,0.0
137164,VW,18810,0.0
137165,VW,16161,0.0
137166,VW,8571,0.0
137167,VW,8471,0.0
137168,VW,19797,0.0
137169,VW,18063,0.0
137170,VW,20731,0.0
137171,VW,14215,0.0
137172,VW,14162,0.0
137173,VW,14623,0.0
137174,VW,18427,0.0
137175,VW,19843,0.0
137176,VW,18879,0.0
137177,VW,13415,0.0
137178,VW,17944,0.0
137179,VW,13299,0.0
137180,VW,19576,0.0
137181,VW,13388,0.0
137182,VW,15535,0.0
137183,VW,8474,0.0
137184,VW,15046,0.0
137185,VW,478,0.0
137186,VW,19903,0.0
137187,VW,15547,0.0
137188,VW,18473,0.0
137189,VW,12319,0.0
137190,VW,15293,0.0
137191,VW,14519,0.0
137192,VW,2321,0.0
137193,VW,12696,0.0
137194,VW,15976,0.0
137195,VW,19726,0.0
137196,VW,8481,0.0
137197,VW,13079,0.0
137198,VW,17101,0.0
137199,VW,21029,0.0
137200,VW,20666,0.0
137201,VW,13250,0.0
137202,VW,19581,0.0
137203,VW,14184,0.0
137204,VW,12572,0.0
137205,VW,11861,0.0
137206,VW,14370,0.0
137207,VW,9262,0.0
137208,VW,13092,0.0
137209,VW,17942,0.0
137210,VW,13548,0.0
137211,VW,13515,0.0
137212,VW,18508,0.0
137213,VW,19733,0.0
137214,VW,19320,0.0
137215,VW,19337,0.0
137216,VW,15061,0.0
137217,VW,16515,0.0
137218,VW,16810,0.0
137219,VW,6566,0.0
137220,VW,8773,0.0
137221,VW,14543,0.0
137222,VW,8944,0.0
137223,VW,12732,0.0
137224,VW,16496,0.0
137225,VW,18674,0.0
137226,VW,12783,0.0
137227,VW,21024,0.0
137228,VW,9078,0.0
137229,VW,13279,0.0
137230,VW,17929,0.0
137231,VW,18939,0.0
137232,VW,18910,0.0
137233,VW,18608,0.0
137234,VW,17241,0.0
137235,VW,12774,0.0
137236,VW,19473,0.0
137237,VW,15332,0.0
137238,VW,16579,0.0
137239,VW,20874,0.0
137240,VW,15936,0.0
137241,VW,20386,0.0
137242,VW,13944,0.0
137243,VW,4663,0.0
137244,VW,14558,0.0
137245,VW,4408,0.0
137246,VW,19888,0.0
137247,VW,20162,0.0
137248,VW,14818,0.0
137249,VW,15042,0.0
137250,VW,16172,0.0
137251,VW,18581,0.0
137252,VW,20609,0.0
137253,VW,18816,0.0
137254,VW,19153,0.0
137255,VW,15054,0.0
137256,VW,12616,0.0
137257,VW,9074,0.0
137258,VW,15014,0.0
137259,VW,12914,0.0
137260,VW,15864,0.0
137261,VW,19850,0.0
137262,VW,20976,0.0
137263,VW,19250,0.0
137264,VW,9225,0.0
137265,VW,13306,0.0
137266,VW,12312,0.0
137267,VW,12397,0.0
137268,VW,9110,0.0
137269,VW,16099,0.0
137270,VW,14554,0.0
137271,VW,13129,0.0
137272,VW,8578,0.0
137273,VW,13203,0.0
137274,VW,20314,0.0
137275,VW,14114,0.0
137276,VW,8529,0.0
137277,VW,15064,0.0
137278,VW,17756,0.0
137279,VW,19351,0.0
137280,VW,15569,0.0
137281,VW,14107,0.0
137282,VW,16583,0.0
137283,VW,19258,0.0
137284,VW,18113,0.0
137285,VW,13004,0.0
137286,VW,14962,0.0
137287,VW,6469,0.0
137288,VW,8911,0.0
137289,VW,13023,0.0
137290,VW,12606,0.0
137291,VW,12092,0.0
137292,VW,15154,0.0
137293,VW,16691,0.0
137294,VW,16389,0.0
137295,VW,20137,0.0
137296,VW,18840,0.0
137297,VW,11931,0.0
137298,VW,14142,0.0
137299,VW,20364,0.0
137300,VW,21691,0.0
137301,VW,8928,0.0
137302,VW,18979,0.0
137303,VW,19092,0.0
137304,VW,11995,0.0
137305,VW,14138,0.0
137306,VW,19924,0.0
137307,VW,19627,0.0
137308,VW,19895,0.0
137309,VW,12680,0.0
137310,VW,16088,0.0
137311,VW,18671,0.0
137312,VW,18954,0.0
137313,VW,9209,0.0
137314,VW,17231,0.0
137315,VW,12310,0.0
137316,VW,20698,0.0
137317,VW,14971,0.0
137318,VW,19572,0.0
137319,VW,15324,0.0
137320,VW,14232,0.0
137321,VW,18572,0.0
137322,VW,18092,0.0
137323,VW,16527,0.0
137324,VW,12613,0.0
137325,VW,18978,0.0
137326,VW,14873,0.0
137327,VW,16624,0.0
137328,VW,15992,0.0
137329,VW,19190,0.0
137330,VW,20663,0.0
137331,VW,19292,0.0
137332,VW,8498,0.0
137333,VW,20069,0.0
137334,VW,20325,0.0
137335,VW,11934,0.0
137336,VW,20562,0.0
137337,VW,19548,0.0
137338,VW,21032,0.0
137339,VW,18111,0.0
137340,VW,8624,0.0
137341,VW,13559,0.0
137342,VW,15357,0.0
137343,VW,20944,0.0
137344,VW,19659,0.0
137345,VW,12371,0.0
137346,VW,14984,0.0
137347,VW,18496,0.0
137348,VW,8808,0.0
137349,VW,19923,0.0
137350,VW,15658,0.0
137351,VW,19947,0.0
137352,VW,14016,0.0
137353,VW,16258,0.0
137354,VW,13546,0.0
137355,VW,12175,0.0
137356,VW,8625,0.0
137357,VW,12208,0.0
137358,VW,14979,0.0
137359,VW,17855,0.0
137360,VW,11993,0.0
137361,VW,11992,0.0
137362,VW,9063,0.0
137363,VW,12585,0.0
137364,VW,2770,0.0
137365,VW,14101,0.0
137366,VW,8561,0.0
137367,VW,9404,0.0
137368,VW,12192,0.0
137369,VW,14054,0.0
137370,VW,17236,0.0
137371,VW,14264,0.0
137372,VW,15142,0.0
137373,VW,13535,0.0
137374,VW,12404,0.0
137375,VW,14012,0.0
137376,VW,16998,0.0
137377,VW,12865,0.0
137378,VW,14005,0.0
137379,VW,13329,0.0
137380,VW,13282,0.0
137381,VW,19029,0.0
137382,VW,12084,0.0
137383,VW,18449,0.0
137384,VW,11908,0.0
137385,VW,13425,0.0
137386,VW,21014,0.0
137387,VW,18697,0.0
137388,VW,16692,0.0
137389,VW,19662,0.0
137390,VW,18837,0.0
137391,VW,12808,0.0
137392,VW,9277,0.0
137393,VW,13999,0.0
137394,VW,16771,0.0
137395,VW,14658,0.0
137396,VW,21092,0.0
137397,VW,20141,0.0
137398,VW,16719,0.0
137399,VW,15533,0.0
137400,VW,13436,0.0
137401,VW,13003,0.0
137402,VW,12130,0.0
137403,VW,12094,0.0
137404,VW,21612,0.0
137405,VW,28,0.0
137406,VW,11954,0.0
137407,VW,18112,0.0
137408,VW,19940,0.0
137409,VW,13562,0.0
137410,VW,17126,0.0
137411,VW,13325,0.0
137412,VW,21610,0.0
137413,VW,13353,0.0
137414,VW,20248,0.0
137415,VW,20133,0.0
137416,VW,18101,0.0
137417,VW,14056,0.0
137418,VW,14955,0.0
137419,VW,18902,0.0
137420,VW,19626,0.0
137421,VW,21043,0.0
137422,VW,19171,0.0
137423,VW,21071,0.0
137424,VW,15287,0.0
137425,VW,20742,0.0
137426,VW,12174,0.0
137427,VW,18432,0.0
137428,VW,21320,0.0
137429,VW,12228,0.0
137430,VW,15009,0.0
137431,VW,20485,0.0
137432,VW,13241,0.0
137433,VW,19677,0.0
137434,VW,15126,0.0
137435,VW,15948,0.0
137436,VW,18958,0.0
137437,VW,12644,0.0
137438,VW,13911,0.0
137439,VW,21295,0.0
137440,VW,16187,0.0
137441,VW,14043,0.0
137442,VW,15361,0.0
137443,VW,12721,0.0
137444,VW,17932,0.0
137445,VW,19849,0.0
137446,VW,19121,0.0
137447,VW,12932,0.0
137448,VW,9156,0.0
137449,VW,9393,0.0
137450,VW,9343,0.0
137451,VW,8653,0.0
137452,VW,12410,0.0
137453,VW,21520,0.0
137454,VW,19508,0.0
137455,VW,12278,0.0
137456,VW,16538,0.0
137457,VW,8569,0.0
137458,VW,13707,0.0
137459,VW,14310,0.0
137460,VW,13104,0.0
137461,VW,14564,0.0
137462,VW,19416,0.0
137463,VW,16967,0.0
137464,VW,12276,0.0
137465,VW,13188,0.0
137466,VW,13838,0.0
137467,VW,13334,0.0
137468,VW,13381,0.0
137469,VW,18510,0.0
137470,VW,16546,0.0
137471,VW,20656,0.0
137472,VW,21581,0.0
137473,VW,12067,0.0
137474,VW,14355,0.0
137475,VW,12205,0.0
137476,VW,18077,0.0
137477,VW,12842,0.0
137478,VW,12318,0.0
137479,VW,16221,0.0
137480,VW,20155,0.0
137481,VW,14765,0.0
137482,VW,8512,0.0
137483,VW,11976,0.0
137484,VW,12313,0.0
137485,VW,20858,0.0
137486,VW,12941,0.0
137487,VW,15359,0.0
137488,VW,15811,0.0
137489,VW,9412,0.0
137490,VW,14928,0.0
137491,VW,19789,0.0
137492,VW,15554,0.0
137493,VW,18918,0.0
137494,VW,19116,0.0
137495,VW,18282,0.0
137496,VW,14778,0.0
137497,VW,13103,0.0
137498,VW,16694,0.0
137499,VW,9154,0.0
137500,VW,8541,0.0
137501,VW,12582,0.0
137502,VW,18607,0.0
137503,VW,13288,0.0
137504,VW,19194,0.0
137505,VW,19964,0.0
137506,VW,19960,0.0
137507,VW,21095,0.0
137508,VW,20356,0.0
137509,VW,12355,0.0
137510,VW,20719,0.0
137511,VW,18830,0.0
137512,VW,12096,0.0
137513,VW,19457,0.0
137514,VW,12869,0.0
137515,VW,18916,0.0
137516,VW,8594,0.0
137517,VW,20980,0.0
137518,VW,18529,0.0
137519,VW,13256,0.0
137520,VW,18878,0.0
137521,VW,16591,0.0
137522,VW,15246,0.0
137523,VW,14141,0.0
137524,VW,13547,0.0
137525,VW,18395,0.0
137526,VW,20501,0.0
137527,VW,13523,0.0
137528,VW,13565,0.0
137529,VW,16566,0.0
137530,VW,13426,0.0
137531,VW,4638,0.0
137532,VW,19899,0.0
137533,VW,15557,0.0
137534,VW,12584,0.0
137535,VW,14957,0.0
137536,VW,11869,0.0
137537,VW,12577,0.0
137538,VW,21500,0.0
137539,VW,14479,0.0
137540,VW,14099,0.0
137541,VW,8489,0.0
137542,VW,5109,0.0
137543,VW,9025,0.0
137544,VW,20322,0.0
137545,VW,13194,0.0
137546,VW,17271,0.0
137547,VW,9452,0.0
137548,VW,8515,0.0
137549,VW,17327,0.0
137550,VW,19785,0.0
137551,VW,12676,0.0
137552,VW,19028,0.0
137553,VW,19704,0.0
137554,VW,17285,0.0
137555,VW,15384,0.0
137556,VW,14870,0.0
137557,VW,12492,0.0
137558,VW,17739,0.0
137559,VW,8990,0.0
137560,VW,14026,0.0
137561,VW,13697,0.0
137562,VW,18921,0.0
137563,VW,12274,0.0
137564,VW,19278,0.0
137565,VW,12653,0.0
137566,VW,13649,0.0
137567,VW,8581,0.0
137568,VW,19530,0.0
137569,VW,9464,0.0
137570,VW,11854,0.0
137571,VW,12493,0.0
137572,VW,16204,0.0
137573,VW,19352,0.0
137574,VW,13018,0.0
137575,VW,12762,0.0
137576,VW,15206,0.0
137577,VW,14996,0.0
137578,VW,9280,0.0
137579,VW,20856,0.0
137580,VW,16557,0.0
137581,VW,12569,0.0
137582,VW,18598,0.0
137583,VW,16043,0.0
137584,VW,12061,0.0
137585,VW,5833,0.0
137586,VW,16113,0.0
137587,VW,8666,0.0
137588,VW,19008,0.0
137589,VW,19209,0.0
137590,VW,9448,0.0
137591,VW,16823,0.0
137592,VW,18123,0.0
137593,VW,15939,0.0
137594,VW,21037,0.0
137595,VW,14094,0.0
137596,VW,13373,0.0
137597,VW,11943,0.0
137598,VW,12305,0.0
137599,VW,14214,0.0
137600,VW,17972,0.0
137601,VW,12663,0.0
137602,VW,8805,0.0
137603,VW,19858,0.0
137604,VW,13417,0.0
137605,VW,14195,0.0
137606,VW,12303,0.0
137607,VW,18419,0.0
137608,VW,14936,0.0
137609,VW,15971,0.0
137610,VW,11989,0.0
137611,VW,20382,0.0
137612,VW,18481,0.0
137613,VW,18651,0.0
137614,VW,12456,0.0
137615,VW,9347,0.0
137616,VW,19954,0.0
137617,VW,19192,0.0
137618,VW,11915,0.0
137619,VW,18991,0.0
137620,VW,15319,0.0
137621,VW,14576,0.0
137622,VW,21025,0.0
137623,VW,12454,0.0
137624,VW,20440,0.0
137625,VW,16119,0.0
137626,VW,19001,0.0
137627,VW,20136,0.0
137628,VW,17520,0.0
137629,VW,13534,0.0
137630,VW,20473,0.0
137631,VW,16828,0.0
137632,VW,14889,0.0
137633,VW,16253,0.0
137634,VW,12106,0.0
137635,VW,19318,0.0
137636,VW,18268,0.0
137637,VW,17800,0.0
137638,VW,13201,0.0
137639,VW,14799,0.0
137640,VW,9306,0.0
137641,VW,12177,0.0
137642,VW,16570,0.0
137643,VW,12059,0.0
137644,VW,19300,0.0
137645,VW,12384,0.0
137646,VW,20011,0.0
137647,VW,18431,0.0
137648,VW,16445,0.0
137649,VW,13091,0.0
137650,VW,14163,0.0
137651,VW,19759,0.0
137652,VW,9163,0.0
137653,VW,17130,0.0
137654,VW,12494,0.0
137655,VW,18458,0.0
137656,VW,20553,0.0
137657,VW,8842,0.0
137658,VW,18599,0.0
137659,VW,18127,0.0
137660,VW,12765,0.0
137661,VW,15232,0.0
137662,VW,20914,0.0
137663,VW,18828,0.0
137664,VW,15363,0.0
137665,VW,9175,0.0
137666,VW,13244,0.0
137667,VW,20134,0.0
137668,VW,13040,0.0
137669,VW,18115,0.0
137670,VW,17971,0.0
137671,VW,19714,0.0
137672,VW,18777,0.0
137673,VW,9022,0.0
137674,VW,17945,0.0
137675,VW,14106,0.0
137676,VW,12899,0.0
137677,VW,18849,0.0
137678,VW,12429,0.0
137679,VW,13984,0.0
137680,VW,19087,0.0
137681,VW,19631,0.0
137682,VW,17786,0.0
137683,VW,9334,0.0
137684,VW,17612,0.0
137685,VW,15258,0.0
137686,VW,13520,0.0
137687,VW,13019,0.0
137688,VW,14146,0.0
137689,VW,12194,0.0
137690,VW,17150,0.0
137691,VW,16155,0.0
137692,VW,20910,0.0
137693,VW,19358,0.0
137694,VW,15201,0.0
137695,VW,12083,0.0
137696,VW,15540,0.0
137697,VW,19770,0.0
137698,VW,12047,0.0
137699,VW,18108,0.0
137700,VW,18654,0.0
137701,VW,18352,0.0
137702,VW,19257,0.0
137703,VW,9278,0.0
137704,VW,8801,0.0
137705,VW,15755,0.0
137706,VW,14513,0.0
137707,VW,20060,0.0
137708,VW,14717,0.0
137709,VW,19281,0.0
137710,VW,19338,0.0
137711,VW,9102,0.0
137712,VW,9355,0.0
137713,VW,15821,0.0
137714,VW,18649,0.0
137715,VW,13294,0.0
137716,VW,8819,0.0
137717,VW,13331,0.0
137718,VW,12926,0.0
137719,VW,20404,0.0
137720,VW,20979,0.0
137721,VW,15679,0.0
137722,VW,13313,0.0
137723,VW,6116,0.0
137724,VW,18853,0.0
137725,VW,14693,0.0
137726,VW,17840,0.0
137727,VW,12714,0.0
137728,VW,14152,0.0
137729,VW,13248,0.0
137730,VW,12011,0.0
137731,VW,15352,0.0
137732,VW,20956,0.0
137733,VW,12623,0.0
137734,VW,13579,0.0
137735,VW,13522,0.0
137736,VW,12063,0.0
137737,VW,19747,0.0
137738,VW,8792,0.0
137739,VW,19376,0.0
137740,VW,18090,0.0
137741,VW,20651,0.0
137742,VW,14918,0.0
137743,VW,13719,0.0
137744,VW,18454,0.0
137745,VW,17046,0.0
137746,VW,20523,0.0
137747,VW,19539,0.0
137748,VW,16747,0.0
137749,VW,13350,0.0
137750,VW,2230,0.0
137751,VW,11988,0.0
137752,VW,15117,0.0
137753,VW,21333,0.0
137754,VW,9216,0.0
137755,VW,16037,0.0
137756,VW,9466,0.0
137757,VW,17744,0.0
137758,VW,14448,0.0
137759,VW,13611,0.0
137760,VW,8696,0.0
137761,VW,14364,0.0
137762,VW,20613,0.0
137763,VW,12328,0.0
137764,VW,12618,0.0
137765,VW,13304,0.0
137766,VW,12135,0.0
137767,VW,12442,0.0
137768,VW,8472,0.0
137769,VW,14970,0.0
137770,VW,12786,0.0
137771,VW,19330,0.0
137772,VW,20987,0.0
137773,VW,13339,0.0
137774,VW,12329,0.0
137775,VW,19545,0.0
137776,VW,17663,0.0
137777,VW,8533,0.0
137778,VW,15525,0.0
137779,VW,8672,0.0
137780,VW,12788,0.0
137781,VW,8622,0.0
137782,VW,18558,0.0
137783,VW,15539,0.0
137784,VW,20125,0.0
137785,VW,19127,0.0
137786,VW,19793,0.0
137787,VW,14994,0.0
137788,VW,20506,0.0
137789,VW,19887,0.0
137790,VW,16109,0.0
137791,VW,21199,0.0
137792,VW,19943,0.0
137793,VW,19237,0.0
137794,VW,9011,0.0
137795,VW,17864,0.0
137796,VW,16421,0.0
137797,VW,21632,0.0
137798,VW,16798,0.0
137799,VW,20669,0.0
137800,VW,9381,0.0
137801,VW,18788,0.0
137802,VW,8582,0.0
137803,VW,18785,0.0
137804,VW,11880,0.0
137805,VW,12576,0.0
137806,VW,17292,0.0
137807,VW,9398,0.0
137808,VW,19328,0.0
137809,VW,12984,0.0
137810,VW,18653,0.0
137811,VW,19160,0.0
137812,VW,19748,0.0
137813,VW,20660,0.0
137814,VW,16334,0.0
137815,VW,16628,0.0
137816,VW,14511,0.0
137817,VW,7128,0.0
137818,VW,18119,0.0
137819,VW,21531,0.0
137820,VW,20343,0.0
137821,VW,15305,0.0
137822,VW,13580,0.0
137823,VW,15053,0.0
137824,VW,11960,0.0
137825,VW,12857,0.0
137826,VW,8698,0.0
137827,VW,16073,0.0
137828,VW,16054,0.0
137829,VW,12299,0.0
137830,VW,13070,0.0
137831,VW,19426,0.0
137832,VW,1363,0.0
137833,VW,14868,0.0
137834,VW,8583,0.0
137835,VW,16837,0.0
137836,VW,19606,0.0
137837,VW,18554,0.0
137838,VW,21539,0.0
137839,VW,12093,0.0
137840,VW,19706,0.0
137841,VW,12900,0.0
137842,VW,21607,0.0
137843,VW,12018,0.0
137844,VW,20608,0.0
137845,VW,20354,0.0
137846,VW,17901,0.0
137847,VW,12436,0.0
137848,VW,19165,0.0
137849,VW,18535,0.0
137850,VW,18461,0.0
137851,VW,17881,0.0
137852,VW,12121,0.0
137853,VW,13300,0.0
137854,VW,17853,0.0
137855,VW,11948,0.0
137856,VW,13437,0.0
137857,VW,15532,0.0
137858,VW,19593,0.0
137859,VW,16655,0.0
137860,VW,13011,0.0
137861,VW,18443,0.0
137862,VW,20765,0.0
137863,VW,13930,0.0
137864,VW,13988,0.0
137865,VW,16065,0.0
137866,VW,13352,0.0
137867,VW,13109,0.0
137868,VW,11870,0.0
137869,VW,12457,0.0
137870,VW,17648,0.0
137871,VW,17642,0.0
137872,VW,21555,0.0
137873,VW,8550,0.0
137874,VW,15377,0.0
137875,VW,15433,0.0
137876,VW,13726,0.0
137877,VW,9066,0.0
137878,VW,17321,0.0
137879,VW,14187,0.0
137880,VW,16659,0.0
137881,VW,17919,0.0
137882,VW,14359,0.0
137883,VW,19398,0.0
137884,VW,20278,0.0
137885,VW,20913,0.0
137886,VW,12023,0.0
137887,VW,18012,0.0
137888,VW,16577,0.0
137889,VW,18466,0.0
137890,VW,19633,0.0
137891,VW,8891,0.0
137892,VW,15887,0.0
137893,VW,21036,0.0
137894,VW,13096,0.0
137895,VW,12601,0.0
137896,VW,19896,0.0
137897,VW,17930,0.0
137898,VW,14887,0.0
137899,VW,19367,0.0
137900,VW,16568,0.0
137901,VW,8769,0.0
137902,VW,12406,0.0
137903,VW,14060,0.0
137904,VW,12681,0.0
137905,VW,14102,0.0
137906,VW,15052,0.0
137907,VW,16613,0.0
137908,VW,3282,0.0
137909,VW,8903,0.0
137910,VW,12374,0.0
137911,VW,14878,0.0
137912,VW,21151,0.0
137913,VW,14284,0.0
137914,VW,16404,0.0
137915,VW,16011,0.0
137916,VW,13333,0.0
137917,VW,20493,0.0
137918,VW,14625,0.0
137919,VW,13359,0.0
137920,VW,18780,0.0
137921,VW,3189,0.0
137922,VW,14278,0.0
137923,VW,18309,0.0
137924,VW,14039,0.0
137925,VW,12113,0.0
137926,VW,13286,0.0
137927,VW,12776,0.0
137928,VW,8504,0.0
137929,VW,20046,0.0
137930,VW,20045,0.0
137931,VW,19514,0.0
137932,VW,14841,0.0
137933,VW,18969,0.0
137934,VW,12201,0.0
137935,VW,15096,0.0
137936,VW,12265,0.0
137937,VW,18960,0.0
137938,VW,19439,0.0
137939,VW,12543,0.0
137940,VW,13586,0.0
137941,VW,19447,0.0
137942,VW,20820,0.0
137943,VW,18661,0.0
137944,VW,16600,0.0
137945,VW,15144,0.0
137946,VW,18573,0.0
137947,VW,14148,0.0
137948,VW,12691,0.0
137949,VW,12294,0.0
137950,VW,18601,0.0
137951,VW,16617,0.0
137952,VW,13363,0.0
137953,VW,14380,0.0
137954,VW,14191,0.0
137955,VW,8988,0.0
137956,VW,15580,0.0
137957,VW,20617,0.0
137958,VW,9333,0.0
137959,VW,18459,0.0
137960,VW,15141,0.0
137961,VW,9205,0.0
137962,VW,19155,0.0
137963,VW,13491,0.0
137964,VW,13221,0.0
137965,VW,15576,0.0
137966,VW,12629,0.0
137967,VW,12190,0.0
137968,VW,13293,0.0
137969,VW,19175,0.0
137970,VW,21688,0.0
137971,VW,15571,0.0
137972,VW,12227,0.0
137973,VW,18273,0.0
137974,VW,14008,0.0
137975,VW,12057,0.0
137976,VW,9034,0.0
137977,VW,18274,0.0
137978,VW,12122,0.0
137979,VW,20657,0.0
137980,VW,18940,0.0
137981,VW,13073,0.0
137982,VW,9352,0.0
137983,VW,12834,0.0
137984,VW,18713,0.0
137985,VW,19893,0.0
137986,VW,21519,0.0
137987,VW,19340,0.0
137988,VW,12709,0.0
137989,VW,16350,0.0
137990,VW,7311,0.0
137991,VW,18478,0.0
137992,VW,9126,0.0
137993,VW,12878,0.0
137994,VW,20526,0.0
137995,VW,8480,0.0
137996,VW,19868,0.0
137997,VW,15829,0.0
137998,VW,14751,0.0
137999,VW,14921,0.0
138000,VW,20186,0.0
138001,VW,12981,0.0
138002,VW,19946,0.0
138003,VW,20079,0.0
138004,VW,13243,0.0
138005,VW,8609,0.0
138006,VW,16630,0.0
138007,VW,14276,0.0
138008,VW,17711,0.0
138009,VW,20241,0.0
138010,VW,8786,0.0
138011,VW,19646,0.0
138012,VW,13851,0.0
138013,VW,8560,0.0
138014,VW,20481,0.0
138015,VW,16622,0.0
138016,VW,16330,0.0
138017,VW,12760,0.0
138018,VW,12801,0.0
138019,VW,13283,0.0
138020,VW,12075,0.0
138021,VW,16567,0.0
138022,VW,9303,0.0
138023,VW,19142,0.0
138024,VW,8811,0.0
